,Name,Year,Mileage,Count Raiting,Rating,Fuel type,Interior color,Exterior_color,Price,bind_price
4045,Nissan Sentra S,2019,7897.0,46.0,2.2,0, Charcoal , Gun Metallic ,18899.0,4
4046,Nissan Sentra SR,2019,29642.0,2.0,3.0,0, Black , Black ,21998.0,5
4047,Nissan Sentra SR,2019,38518.0,83.0,4.8,0, Charcoal , Aspen White ,19998.0,4
4049,Nissan Sentra S,2019,61241.0,1525.0,4.6,0, Charcoal , Gun Metallic ,18490.0,4
4050,Nissan Sentra SR,2021,16375.0,967.0,4.7,0, Sport , Electric Blue Metallic ,26798.0,6
4051,Nissan Sentra S,2019,70354.0,117.0,4.8,0, Black , Brilliant Silver ,15980.0,4
4052,Nissan Sentra S,2019,7558.0,706.0,4.9,0, Charcoal , Gray ,18899.0,4
4053,Nissan Sentra S,2019,19434.0,1156.0,4.7,0, Charcoal , Brilliant Silver Metallic ,18499.0,4
4054,Nissan Sentra S,2018,88970.0,46.0,2.2,0, Charcoal , Black ,13999.0,3
4055,Nissan Sentra S,2017,23745.0,162.0,3.8,0, Charcoal , Super Black ,15995.0,4
4056,Nissan Sentra S,2019,34128.0,4295.0,4.8,0, Charcoal , Brilliant Silver Metallic ,19491.0,4
4057,Nissan Sentra S,2017,81320.0,672.0,3.8,0, Charcoal , Gray ,15000.0,3
4058,Nissan Sentra S,2013,72604.0,2413.0,4.6,0, Charcoal , Brilliant Silver ,7705.0,2
4059,Nissan Sentra S,2013,80109.0,8677.0,4.3,0, Dark Gray , Amethyst Gray ,11990.0,3
4060,Nissan Sentra S,2016,70089.0,2025.0,4.6,0, Gray , Cloud White ,12994.0,3
4061,Nissan Sentra S,2016,76925.0,869.0,4.6,0, Charcoal , Gun Metallic ,12490.0,3
4062,Nissan Sentra S,2018,34531.0,333.0,4.8,0, Charcoal , Red ,18304.0,4
4063,Nissan Sentra S,2018,93352.0,1590.0,4.8,0, Charcoal , Brilliant Silver Metallic ,14940.0,3
4064,Nissan Sentra SR,2018,22196.0,1305.0,4.6,0, Charcoal , Gun Metallic ,18990.0,4
4065,Nissan Sentra S,2021,19131.0,201.0,4.8,0, Charcoal , Cloud White ,23911.0,5
4066,Nissan Sentra S,2018,31865.0,762.0,4.2,0, Charcoal , Super Black ,20989.0,5
4067,Nissan Sentra SR,2020,17417.0,246.0,4.7,0, Sport , Electric Blue Metallic ,24400.0,5
4068,Nissan Sentra SR,2018,38870.0,38.0,4.2,0, Charcoal , Black ,20495.0,5
4069,Nissan Sentra S,2018,48926.0,1278.0,4.8,0, Charcoal , Brilliant Silver ,15999.0,4
4070,Nissan Sentra S,2019,13336.0,1156.0,4.7,0, Charcoal , Gray ,18749.0,4
4071,Nissan Sentra SR,2020,18769.0,459.0,4.5,0, Sport , Monarch Orange/Super Black ,23895.0,5
4072,Nissan Sentra S,2019,23317.0,17.0,3.4,0, Black , Gun Metallic ,19998.0,4
4073,Nissan Sentra S,2020,4679.0,18.0,1.7,0, Charcoal , Gun Metallic ,25788.0,6
4074,Nissan Sentra SR,2020,24000.0,684.0,4.8,0, Sport , Electric Blue Metallic ,25653.0,6
4075,Nissan Sentra S,2019,61676.0,344.0,4.3,0, Charcoal , Super Black ,15900.0,4
4076,Nissan Sentra S,2019,123380.0,462.0,4.5,0, Charcoal , Brilliant Silver Metallic ,17847.0,4
4077,Nissan Sentra S,2015,57000.0,32.0,3.1,0, Gray , Black ,10995.0,3
4078,Nissan Sentra S,2020,8505.0,436.0,3.8,0, Charcoal , Black ,22995.0,5
4079,Nissan Sentra SR,2018,26964.0,236.0,3.3,0, Charcoal , Black ,17099.0,4
4080,Nissan Sentra ,2019,41530.0,270.0,4.9,0, Charcoal , Blue ,22875.0,5
4081,Nissan Sentra S,2013,74256.0,126.0,3.9,0, Charcoal , Super Black ,10777.0,3
4082,Nissan Sentra SR,2019,30448.0,160.0,4.6,0, Charcoal , Aspen White ,20900.0,5
4083,Nissan Sentra SR,2019,28893.0,375.0,4.5,0, Charcoal , Red Alert ,16900.0,4
4084,Nissan Sentra S,2018,82915.0,5.0,4.1,0, Black , Black ,14995.0,3
4085,Nissan Sentra S,2015,76610.0,41.0,4.6,0, Charcoal , Brilliant Silver ,11988.0,3
4087,Nissan Sentra S,2019,41941.0,2087.0,4.9,0, Charcoal , Cloud White ,21500.0,5
4088,Nissan Sentra SR,2018,35758.0,533.0,4.8,0, Charcoal , Black ,18999.0,4
4089,Nissan Sentra S,2019,60755.0,2528.0,4.5,0, Charcoal , Brilliant Silver Metallic ,17488.0,4
4090,Nissan Sentra S,2019,45983.0,928.0,4.7,0, Charcoal , Gun Metallic ,19680.0,4
4091,Nissan Sentra SR,2018,94386.0,11.0,4.6,0, Charcoal , Black ,19261.0,4
4093,Nissan Sentra S,2019,37416.0,255.0,4.6,0, Charcoal , Deep Blue Pearl ,21255.0,5
4094,Nissan Sentra SR,2018,22669.0,46.0,4.3,0, Charcoal , Gun Metallic ,22291.0,5
4095,Nissan Sentra S,2019,61878.0,17.0,4.3,0, Charcoal , Deep Blue Pearl ,18991.0,4
4096,Nissan Sentra SR,2020,9107.0,614.0,4.7,0, Charcoal , Black ,24479.0,5
4097,Nissan Sentra S,2018,41237.0,362.0,4.3,0, Charcoal , Brilliant Silver Metallic ,16694.0,4
4098,Nissan Sentra SR,2019,35905.0,1568.0,4.6,0, Charcoal , Black ,20892.0,5
4099,Nissan Sentra SR,2020,9212.0,3.0,3.7,0, Sport , Aspen White ,28980.0,6
4102,Nissan Sentra SR,2021,6007.0,885.0,4.7,0, Sport , Electric Blue Metallic ,26290.0,6
4103,Nissan Sentra SR,2019,30016.0,960.0,4.8,0, Charcoal , Gray ,19490.0,4
4104,Nissan Sentra SR,2020,34207.0,1143.0,4.6,0, Sport , Electric Blue Metallic ,25000.0,5
4105,Nissan Sentra SR,2019,26360.0,2.0,3.0,0, Black , Black ,20998.0,5
4106,Nissan Sentra S,2017,53270.0,124.0,3.3,0, Charcoal , Black ,16765.0,4
4108,Nissan Sentra SR,2018,16078.0,1769.0,4.1,0, Charcoal , Gun Metallic ,18595.0,4
4109,Nissan Sentra SR,2020,24841.0,32.0,4.8,0, Sport , Black ,24990.0,5
4110,Nissan Sentra S,2018,54699.0,207.0,4.6,0, Charcoal , Fresh Powder ,16967.0,4
4111,Nissan Sentra SR,2018,40098.0,178.0,4.5,0, Charcoal , Aspen White ,19991.0,4
4112,Nissan Sentra S,2020,27062.0,515.0,4.2,0, Charcoal , Gun Metallic ,23201.0,5
4113,Nissan Sentra S,2019,20136.0,26.0,3.8,0, Charcoal , Gun Metallic ,20991.0,5
4114,Nissan Sentra S,2018,78563.0,131.0,3.7,0, Charcoal , Gray ,14850.0,3
4115,Nissan Sentra SR,2018,46741.0,1127.0,4.5,0, Charcoal , Black ,20998.0,5
4116,Nissan Sentra S,2019,16904.0,1619.0,4.6,0, Charcoal , Brilliant Silver Metallic ,19000.0,4
4117,Nissan Sentra SR,2019,49686.0,8381.0,4.3,0, Black , Gray ,19590.0,4
4118,Nissan Sentra S,2017,58988.0,7339.0,3.7,0, Charcoal , Gun Metallic ,14999.0,3
4119,Nissan Sentra S,2019,49292.0,410.0,4.7,0, Black , Silver ,15900.0,4
4120,Nissan Sentra S,2020,10665.0,121.0,4.7,0, Charcoal , Gun Metallic ,24477.0,5
4122,Nissan Sentra S,2017,63739.0,17.0,4.6,0, Charcoal , Cloud White ,17995.0,4
4123,Nissan Sentra S,2017,71418.0,2290.0,4.8,0, Charcoal , Brilliant Silver ,14991.0,3
4124,Nissan Sentra S,2020,21123.0,539.0,4.6,0, Charcoal , Black ,23995.0,5
4125,Nissan Sentra S,2019,41132.0,68.0,4.8,0, Black , Brilliant Silver ,18049.0,4
4126,Nissan Sentra SR,2018,79114.0,266.0,4.6,0, Charcoal , Black ,16991.0,4
4127,Nissan Sentra S,2019,40928.0,360.0,4.8,0, Charcoal , Brilliant Silver Metallic ,19990.0,4
4128,Nissan Sentra S,2018,24932.0,245.0,4.4,0, Charcoal , Cloud White ,18655.0,4
4129,Nissan Sentra S,2019,11362.0,8383.0,4.3,0, Black , Cloud White ,19990.0,4
4130,Nissan Sentra S,2017,27074.0,26107.0,4.9,0, Charcoal , Brilliant Silver ,15999.0,4
4131,Nissan Sentra S,2017,43899.0,3726.0,4.7,0, Charcoal , Graphite Blue ,16000.0,4
4132,Nissan Sentra S,2019,68292.0,11.0,4.2,0, Charcoal , Blue ,19300.0,4
4133,Nissan Sentra SR,2018,19747.0,293.0,4.8,0, Charcoal , Aspen White ,19816.0,4
4134,Nissan Sentra S,2019,59676.0,2881.0,4.7,0, Charcoal , Gun Metallic ,18333.0,4
4135,Nissan Sentra S,2019,36437.0,1007.0,4.7,0, Charcoal , Black ,20977.0,5
4137,Nissan Sentra S,2018,40041.0,305.0,4.8,0, Charcoal , Super Black ,19988.0,4
4138,Nissan Sentra S,2020,20442.0,542.0,4.8,0, Charcoal , Black ,24250.0,5
4139,Nissan Sentra S,2017,87869.0,1263.0,4.8,0, Charcoal , Gun Metallic ,9495.0,2
4140,Nissan Sentra SR,2019,37525.0,191.0,4.6,0,Nan,Nan,21996.0,5
4141,Nissan Sentra S,2017,37043.0,437.0,4.0,0, Marble Gray , Cloud White ,16998.0,4
4142,Nissan Sentra SR,2019,55089.0,398.0,4.9,0, Charcoal , Red Alert ,20000.0,4
4143,Nissan Sentra S,2018,40390.0,2602.0,4.8,0, Charcoal , Cloud White ,18987.0,4
4144,Nissan Sentra SR,2021,8283.0,43.0,4.2,0, Sport , Scarlet Ember ,28492.0,6
4145,Nissan Sentra S,2020,23737.0,855.0,4.4,0, Charcoal , Black ,22995.0,5
4146,Nissan Sentra S,2019,14227.0,5177.0,4.8,0, Charcoal , Black ,21778.0,5
4148,Nissan Sentra S,2019,64984.0,7.0,5.0,0, Charcoal , Super Black ,15989.0,4
4149,Nissan Sentra SR,2018,80991.0,645.0,4.6,0, Charcoal , Gun Metallic ,16198.0,4
4150,Nissan Sentra S,2017,44255.0,65.0,4.6,0, Charcoal , Cloud White ,15595.0,4
4151,Nissan Sentra S,2017,19561.0,8383.0,4.3,0, Black , Gun Metallic ,18990.0,4
4152,Nissan Sentra S,2019,36569.0,3726.0,4.7,0, Charcoal , Black ,19000.0,4
4153,Nissan Sentra SR,2019,42368.0,5.0,3.4,0, Black , Red ,21000.0,5
4158,Nissan Sentra SR,2021,4751.0,621.0,3.9,0, Sport , Scarlet Ember ,26221.0,6
4159,Nissan Sentra S,2019,75576.0,18.0,4.5,0, Black , Gray ,17595.0,4
4160,Nissan Sentra S,2020,8178.0,1818.0,4.5,0, Charcoal , Cloud White ,24988.0,5
4161,Nissan Sentra S,2021,1276.0,1334.0,4.8,0, Charcoal , Black ,23991.0,5
4162,Nissan Sentra S,2019,18520.0,943.0,4.8,0, Charcoal , Brilliant Silver Metallic ,21027.0,5
4163,Nissan Sentra SR,2016,108533.0,1.0,5.0,0, Charcoal , Black ,11998.0,3
4164,Nissan Sentra SR,2015,22180.0,344.0,4.8,0, Charcoal , Metallic Blue ,18998.0,4
4165,Nissan Sentra S,2019,51123.0,83.0,4.8,0, Charcoal , Gun Metallic ,16798.0,4
4166,Nissan Sentra SR,2021,3913.0,8381.0,4.3,0, Black , Gun Metallic ,28990.0,6
4167,Nissan Sentra S,2019,44226.0,10.0,3.2,0, Charcoal , Silver ,20999.0,5
4168,Nissan Sentra S,2019,7781.0,1.0,1.0,0, Charcoal , Gun Metallic ,19661.0,4
4169,Nissan Sentra S,2017,44261.0,3904.0,4.9,0, Charcoal , Brilliant Silver Metallic ,15992.0,4
4170,Nissan Sentra S,2018,39682.0,802.0,4.4,0, Charcoal , Gun Metallic ,19990.0,4
4171,Nissan Sentra S,2018,109525.0,24.0,4.0,0, Gray , Gun Metallic ,11995.0,3
4172,Nissan Sentra SR,2018,29196.0,6.0,3.7,0, Charcoal , Aspen White ,20990.0,5
4173,Nissan Sentra S,2019,59128.0,46.0,4.5,0, Black , Black ,17122.0,4
4174,Nissan Sentra S,2013,82178.0,10.0,4.2,0, Gray , Super Black ,10000.0,2
4175,Nissan Sentra SR,2019,42917.0,496.0,4.8,0, Charcoal , Deep Blue Pearl ,20300.0,5
4177,Nissan Sentra S,2019,40559.0,26.0,4.3,0, Charcoal , Black ,19997.0,4
4178,Nissan Sentra S,2019,31578.0,1257.0,4.9,0, Charcoal , Brilliant Silver Metallic ,16989.0,4
4179,Nissan Sentra SR,2019,38990.0,1845.0,4.8,0, Charcoal , Gun Metallic ,22191.0,5
4180,Nissan Sentra SR,2018,17993.0,119.0,4.1,0, Charcoal , Black ,23402.0,5
4182,Nissan Sentra S,2019,22873.0,861.0,4.9,0, Charcoal , Black ,22298.0,5
4184,Nissan Sentra S,2020,15291.0,436.0,3.8,0, Charcoal , Black ,22695.0,5
4185,Nissan Sentra S,2017,36578.0,2194.0,4.6,0,Nan,Nan,17991.0,4
4186,Nissan Sentra SR,2020,12514.0,1.0,5.0,0, Sport , Gun Metallic ,25000.0,5
4187,Nissan Sentra S,2019,35911.0,235.0,4.8,0, Charcoal , Black ,20274.0,5
4189,Nissan Sentra SR,2018,40616.0,714.0,4.2,0, Charcoal , Black ,22495.0,5
4190,Nissan Sentra SR,2019,37103.0,19.0,2.6,0, Charcoal , Scarlet Ember ,20980.0,5
4191,Nissan Sentra S,2019,73080.0,378.0,4.8,0, Charcoal , Fresh Powder ,17500.0,4
4192,Nissan Sentra S,2019,40450.0,312.0,4.8,0, Charcoal , Gun Metallic ,20850.0,5
4193,Nissan Sentra SR,2019,35119.0,19.0,4.3,0, Charcoal , Black ,20999.0,5
4194,Nissan Sentra SR,2018,36143.0,414.0,4.4,0, Charcoal , Gun Metallic ,21000.0,5
4195,Nissan Sentra S,2019,21471.0,7.0,3.3,0, Black , Cloud White ,19998.0,4
4196,Nissan Sentra S,2020,13080.0,1259.0,4.6,0, Charcoal , Black ,21990.0,5
4197,Nissan Sentra S,2018,24707.0,1638.0,4.8,0, Charcoal , Cloud White ,18300.0,4
4198,Nissan Sentra S,2018,44988.0,270.0,3.6,0, Charcoal , Black ,15495.0,4
4200,Nissan Sentra S,2019,35464.0,261.0,4.9,0, Charcoal , Fresh Powder ,17995.0,4
4201,Nissan Sentra SR,2015,123113.0,113.0,4.3,0, BLACK , BLACK ,8999.0,2
4202,Nissan Sentra S,2019,38753.0,13.0,3.0,0, Black , Gray ,19998.0,4
4203,Nissan Sentra S,2019,75562.0,26.0,4.9,0, Black , Gun Metallic ,17855.0,4
4204,Nissan Sentra SR,2019,41786.0,13.0,4.8,0, Charcoal , Deep Blue Pearl ,19995.0,4
4205,Nissan Sentra SR,2018,40465.0,27.0,3.1,0, Charcoal , Aspen White ,20982.0,5
4206,Nissan Sentra SR,2017,51861.0,1691.0,4.7,0, Charcoal , Gun Metallic ,14377.0,3
4207,Nissan Sentra SR,2020,13131.0,731.0,4.7,0, Charcoal , Black ,23958.0,5
4208,Nissan Sentra S,2021,13513.0,112.0,4.1,0, Charcoal , Black ,24499.0,5
4210,Nissan Sentra SR,2020,7778.0,348.0,4.3,0, Sport , Orange ,25900.0,6
4211,Nissan Sentra S,2020,21968.0,755.0,4.6,0, Charcoal , Cloud White ,23988.0,5
4212,Nissan Sentra SR,2018,35007.0,2.0,4.6,0, Charcoal , Brilliant Silver Metallic ,20585.0,5
4213,Nissan Sentra SR,2021,38294.0,516.0,4.6,0, Charcoal , Electric Blue Metallic ,25999.0,6
4214,Nissan Sentra SR,2021,5890.0,1819.0,4.6,0, Sport , Gray ,26249.0,6
4215,Nissan Sentra SR,2019,12426.0,4246.0,4.6,0, Charcoal , Gun Metallic ,22277.0,5
4216,Nissan Sentra SR,2020,36979.0,908.0,4.8,0, Sport , Aspen White ,24999.0,5
4218,Nissan Sentra SR,2021,6164.0,621.0,4.9,0, Sport , Black ,26999.0,6
4219,Nissan Sentra SR,2019,41771.0,26010.0,4.9,0, Charcoal , Deep Blue Pearl ,18999.0,4
4221,Nissan Sentra S,2017,45890.0,6.0,4.9,0, Black , Gun Metallic ,15795.0,4
4222,Nissan Sentra S,2018,24945.0,70.0,4.1,0, Charcoal , Brilliant Silver Metallic ,18409.0,4
4223,Nissan Sentra S,2019,55994.0,7345.0,3.7,0, Charcoal , Gun Metallic ,16499.0,4
4224,Nissan Sentra S,2019,19224.0,49.0,4.9,0, Charcoal , Black ,21990.0,5
4225,Nissan Sentra SR,2015,86884.0,249.0,4.5,0, Charcoal , Gun Metallic ,11739.0,3
4226,Nissan Sentra SR,2019,39933.0,1564.0,4.6,0, Charcoal , Gun Metallic ,21850.0,5
4227,Nissan Sentra SR,2018,36140.0,1596.0,4.7,0, Charcoal , Aspen White ,19600.0,4
4228,Nissan Sentra S,2017,40790.0,8494.0,4.9,0, Charcoal , Gray ,16749.0,4
4229,Nissan Sentra S,2020,23241.0,2227.0,4.9,0, Charcoal , Gun Metallic ,23494.0,5
4230,Nissan Sentra SR,2019,44781.0,1069.0,4.8,0, Charcoal , Red Alert ,20034.0,5
4231,Nissan Sentra SR,2020,19335.0,363.0,4.4,0, Sport , Scarlet Ember ,25751.0,6
4232,Nissan Sentra SR,2015,86053.0,1021.0,4.7,0, Charcoal , Super Black ,12939.0,3
4233,Nissan Sentra SR,2020,46549.0,1819.0,4.6,0, Sport , Gun Metallic ,23995.0,5
4234,Nissan Sentra SR,2020,37535.0,178.0,4.5,0, Sport , Gun Metallic ,26994.0,6
4235,Nissan Sentra S,2018,73465.0,83.0,4.8,0, Charcoal , Gun Metallic ,14998.0,3
4236,Nissan Sentra SR,2019,54106.0,462.0,4.6,0, Charcoal , Scarlet Ember ,20995.0,5
4237,Nissan Sentra S,2018,60791.0,236.0,3.3,0, Charcoal , Deep Blue Pearl ,14999.0,3
4238,Nissan Sentra SR,2018,73696.0,673.0,4.7,0, Charcoal , Super Black ,18487.0,4
4239,Nissan Sentra SR,2019,56867.0,1419.0,4.7,0, Charcoal , Red Alert ,20951.0,5
4240,Nissan Sentra S,2018,53551.0,5.0,2.6,0, Charcoal , Gray ,16914.0,4
4241,Nissan Sentra S,2018,66553.0,730.0,4.7,0, Charcoal , Fresh Powder ,14595.0,3
4242,Nissan Sentra SR,2021,12092.0,25.0,4.5,0, Charcoal , Black ,25984.0,6
4243,Nissan Sentra SR,2016,81343.0,358.0,4.5,0, Charcoal , Gun Metallic ,11990.0,3
4244,Nissan Sentra SR,2017,42873.0,437.0,4.5,0, Charcoal , Red Alert ,18399.0,4
4245,Nissan Sentra S,2019,37256.0,820.0,4.8,0, Charcoal , Deep Blue Pearl ,20950.0,5
4246,Nissan Sentra S,2019,19326.0,593.0,4.8,0, Charcoal , Gray ,18900.0,4
4247,Nissan Sentra S,2020,40141.0,303.0,4.7,0, Charcoal , Cloud White ,21966.0,5
4249,Nissan Sentra SR,2018,40724.0,706.0,4.5,0,Nan,Nan,19905.0,4
4250,Nissan Sentra SR,2020,8952.0,414.0,4.4,0, Sport , Aspen White ,24777.0,5
4251,Nissan Sentra S,2018,18420.0,270.0,4.9,0, Gray , Cloud White ,22875.0,5
4252,Nissan Sentra SR,2021,10275.0,699.0,4.4,0, Sport , Gray ,28950.0,6
4253,Nissan Sentra SR,2017,50058.0,28.0,2.3,0, Charcoal , Gun Metallic ,18994.0,4
4254,Nissan Sentra SR,2017,75267.0,32.0,4.2,0, Charcoal , Red Alert ,15676.0,4
4255,Nissan Sentra S,2020,15378.0,262.0,4.8,0, Charcoal , Brilliant Silver Metallic ,23371.0,5
4256,Nissan Sentra S,2017,37234.0,530.0,3.9,0, Charcoal , Cloud White ,16100.0,4
4257,Nissan Sentra S,2019,29600.0,2148.0,4.5,0, Charcoal , Black ,17995.0,4
4259,Nissan Sentra S,2013,115303.0,3098.0,4.4,0, Charcoal , Brilliant Silver ,7250.0,2
4260,Nissan Sentra SR,2018,44128.0,86.0,4.9,0, Charcoal , Black ,20149.0,5
4261,Nissan Sentra SR,2020,10835.0,189.0,3.8,0, Sport , Black ,20995.0,5
4262,Nissan Sentra S,2019,60541.0,19.0,4.6,0, Charcoal , Deep Blue Pearl ,18597.0,4
4264,Nissan Sentra SR,2019,81786.0,40.0,4.7,0, Charcoal , Gun Metallic ,17850.0,4
4265,Nissan Sentra S,2016,53781.0,8381.0,4.3,0, Charcoal , Cloud White ,14990.0,3
4266,Nissan Sentra SR,2019,41383.0,107.0,4.6,0, Charcoal , Black ,16300.0,4
4267,Nissan Sentra S,2019,26560.0,437.0,4.7,0, Charcoal , Black ,19205.0,4
4268,Nissan Sentra S,2020,35197.0,405.0,4.7,0, Charcoal , Gun Metallic ,22300.0,5
4269,Nissan Sentra S,2020,36924.0,1334.0,4.8,0, Charcoal , Gun Metallic ,20991.0,5
4270,Nissan Sentra SR,2014,80217.0,32.0,4.2,0, Charcoal , Super Black ,10821.0,3
4271,Nissan Sentra S,2019,31765.0,27.0,3.6,0, Charcoal , Black ,17995.0,4
4272,Nissan Sentra SR,2017,73428.0,19.0,1.8,0, Charcoal , Black ,17993.0,4
4273,Nissan Sentra S,2019,45208.0,5.0,4.1,0, Black , Silver ,19197.0,4
4275,Nissan Sentra S,2019,25832.0,141.0,3.7,0, Charcoal , Black ,21773.0,5
4276,Nissan Sentra S,2021,10750.0,3.0,4.3,0, Charcoal , Gray ,24995.0,5
4277,Nissan Sentra SR,2018,75552.0,272.0,4.2,0, Charcoal , Aspen White ,16690.0,4
4278,Nissan Sentra SR,2020,14094.0,286.0,4.4,0, Sport , Black ,25998.0,6
4279,Nissan Sentra S,2019,56684.0,1010.0,4.0,0, Charcoal , Fresh Powder ,17856.0,4
4280,Nissan Sentra S,2019,52198.0,1010.0,4.0,0, Charcoal , Fresh Powder ,17594.0,4
4281,Nissan Sentra S,2019,125896.0,775.0,4.7,0, Charcoal , Black ,18996.0,4
4282,Nissan Sentra SR,2019,57376.0,41.0,4.6,0, Charcoal , Gun Metallic ,20835.0,5
4283,Nissan Sentra S,2019,24546.0,7350.0,3.7,0, Charcoal , Super Black ,17499.0,4
4284,Nissan Sentra S,2019,29120.0,1451.0,4.7,0, Charcoal , Gun Metallic ,22988.0,5
4286,Nissan Sentra S,2019,36158.0,307.0,4.5,0, Charcoal , Gun Metallic ,19993.0,4
4287,Nissan Sentra S,2019,31753.0,273.0,4.9,0, Charcoal , Cloud White ,19495.0,4
4289,Nissan Sentra S,2019,57164.0,7345.0,3.7,0, Charcoal , Brilliant Silver Metallic ,16999.0,4
4290,Nissan Sentra SR,2015,85265.0,394.0,4.1,0, Charcoal , Gun Metallic ,12598.0,3
4291,Nissan Sentra SR,2015,63901.0,132.0,4.6,0, Charcoal , Gun Metallic ,13500.0,3
4292,Nissan Sentra SR,2017,50318.0,26107.0,4.9,0, Charcoal , Gun Metallic ,16499.0,4
4293,Nissan Sentra S,2017,55446.0,7.0,2.2,0, Charcoal , Silver ,21090.0,5
4294,Nissan Sentra S,2019,17621.0,252.0,4.3,0, Charcoal , Cloud White ,20597.0,5
4295,Nissan Sentra S,2019,57159.0,1662.0,4.5,0, Charcoal , Fresh Powder ,17997.0,4
4296,Nissan Sentra S,2019,2680.0,64.0,3.9,0, Black , Gun Metallic ,23995.0,5
4297,Nissan Sentra SR,2019,39349.0,20731.0,4.9,0, Charcoal , Gun Metallic ,18999.0,4
4298,Nissan Sentra S,2019,51447.0,1378.0,4.7,0, Charcoal , Black ,20995.0,5
4299,Nissan Sentra SR,2021,4931.0,12.0,2.4,0, Sport , Orange ,26995.0,6
4300,Nissan Sentra SR,2020,33460.0,595.0,4.7,0, Sport , Orange ,23690.0,5
4301,Nissan Sentra S,2016,85850.0,372.0,4.4,0, Charcoal , Gun Metallic ,12900.0,3
4302,Nissan Sentra S,2018,35142.0,119.0,4.4,0, Charcoal , Gun Metallic ,17500.0,4
4303,Nissan Sentra SR,2021,5799.0,984.0,4.4,0, Sport , Black ,29999.0,6
4304,Nissan Sentra S,2019,31162.0,1706.0,4.5,0, Charcoal , Gun Metallic ,17995.0,4
4305,Nissan Sentra SR,2014,46739.0,22.0,4.6,0, Black , Super Black ,15500.0,4
4307,Nissan Sentra SR,2019,22183.0,364.0,4.1,0, Charcoal , Black ,19459.0,4
4309,Nissan Sentra S,2019,52242.0,417.0,4.7,0, Charcoal , Brilliant Silver Metallic ,21500.0,5
4310,Nissan Sentra SR,2020,1243.0,174.0,4.3,0, Sport , Gun Metallic ,23992.0,5
4311,Nissan Sentra SR,2018,15740.0,24.0,4.7,0, Charcoal , Gray ,20999.0,5
4312,Nissan Sentra S,2020,14917.0,83.0,4.8,0, Charcoal , Cloud White ,21498.0,5
4313,Nissan Sentra S,2019,50000.0,411.0,4.4,0, Charcoal , Deep Blue Pearl ,21650.0,5
4314,Nissan Sentra SR,2017,70889.0,46.0,2.3,0, Charcoal , Black ,15394.0,4
4315,Nissan Sentra S,2019,12769.0,364.0,4.1,0, Charcoal , Gun Metallic ,18959.0,4
4316,Nissan Sentra S,2016,82775.0,28.0,4.1,0, Charcoal , Brilliant Silver ,12995.0,3
4317,Nissan Sentra S,2019,59092.0,78.0,4.6,0, Charcoal , Brilliant Silver ,21220.0,5
4319,Nissan Sentra SR,2019,42726.0,820.0,4.8,0, Charcoal , Gun Metallic ,22950.0,5
4320,Nissan Sentra SR,2019,21503.0,724.0,4.2,0, Charcoal , Brilliant Silver Metallic ,20100.0,5
4321,Nissan Sentra SR,2018,51858.0,8381.0,4.3,0, Black , Gun Metallic ,19590.0,4
4322,Nissan Sentra S,2017,81900.0,1311.0,3.6,0, Black , Gun Metallic ,12995.0,3
4324,Nissan Sentra S,2018,76685.0,260.0,4.1,0, Charcoal , Black ,15991.0,4
4325,Nissan Sentra S,2019,50779.0,9.0,2.7,0, Charcoal , Black ,20991.0,5
4326,Nissan Sentra S,2019,28847.0,77.0,3.2,0, Charcoal , Gun Metallic ,17995.0,4
4327,Nissan Sentra SR,2019,58257.0,505.0,4.9,0, Charcoal , Gun Metallic ,20825.0,5
4328,Nissan Sentra SR,2019,35470.0,448.0,4.8,0, Charcoal , Scarlet Ember ,19500.0,4
4329,Nissan Sentra SR,2019,35145.0,468.0,4.6,0, Charcoal , Scarlet Ember ,21160.0,5
4330,Nissan Sentra SR,2021,1342.0,714.0,4.2,0, Sport , Black ,26995.0,6
4331,Nissan Sentra SR,2020,15496.0,43.0,4.0,0, Sport , Scarlet Ember ,25195.0,6
4332,Nissan Sentra SR,2020,12209.0,1491.0,4.7,0, Sport , Gray ,25995.0,6
4333,Nissan Sentra S,2019,16242.0,36.0,4.4,0, Charcoal , White ,20000.0,4
4334,Nissan Sentra S,2019,5352.0,1379.0,4.4,0, Charcoal , Gun Metallic ,20495.0,5
4335,Nissan Sentra S,2019,55780.0,20.0,5.0,0, Charcoal , Fresh Powder ,19950.0,4
4336,Nissan Sentra SR,2018,38012.0,427.0,3.9,0, Charcoal , Gun Metallic ,18500.0,4
4337,Nissan Sentra S,2019,17949.0,459.0,4.5,0, Charcoal , Gun Metallic ,18000.0,4
4338,Nissan Sentra SR,2018,60778.0,218.0,4.4,0, Charcoal , Aspen White ,19051.0,4
4339,Nissan Sentra SR,2016,60185.0,731.0,4.0,0, Charcoal , Gray ,15500.0,4
4340,Nissan Sentra S,2018,61157.0,157.0,4.5,0, Charcoal , Cloud White ,15000.0,3
4341,Nissan Sentra SR,2021,6985.0,68.0,4.4,0, Charcoal , Blue ,29995.0,6
4342,Nissan Sentra S,2017,118925.0,147.0,4.6,0, Gray , Silver ,11000.0,3
4343,Nissan Sentra S,2019,18244.0,888.0,4.8,0, Charcoal , Cloud White ,21986.0,5
4344,Nissan Sentra SR,2021,6227.0,1819.0,4.6,0, Sport , Gun Metallic ,28563.0,6
